 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	 Motor switch_
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	BIT
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	1
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	61488
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804	IndexOffset	385148
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

1410	138	1410	0	1410	1766	1410	0	1410	1243	1410	115	1410	0	1410	7238	1410	0
1420	135	1420	0	1420	1764	1420	0	1420	1237	1420	121	1420	0	1420	7241	1420	0
1430	135	1430	0	1430	1767	1430	0	1430	1241	1430	119	1430	0	1430	7240	1430	0
1440	137	1440	0	1440	1766	1440	0	1440	1243	1440	114	1440	0	1440	7244	1440	0
1450	135	1450	0	1450	1767	1450	0	1450	1240	1450	119	1450	0	1450	7241	1450	0
1460	133	1460	0	1460	1770	1460	0	1460	1237	1460	122	1460	0	1460	7241	1460	0
1470	134	1470	0	1470	1768	1470	0	1470	1240	1470	121	1470	0	1470	7244	1470	0
1480	134	1480	0	1480	1767	1480	0	1480	1240	1480	118	1480	0	1480	7245	1480	0
1490	137	1490	0	1490	1770	1490	0	1490	1239	1490	115	1490	0	1490	7244	1490	0
1500	138	1500	0	1500	1764	1500	0	1500	1245	1500	114	1500	0	1500	7241	1500	0
1510	130	1510	0	1510	1760	1510	0	1510	1245	1510	117	1510	0	1510	7241	1510	0
1520	131	1520	0	1520	1763	1520	0	1520	1241	1520	117	1520	0	1520	7240	1520	0
1530	134	1530	0	1530	1767	1530	0	1530	1241	1530	115	1530	0	1530	7241	1530	0
1540	133	1540	0	1540	1771	1540	0	1540	1241	1540	119	1540	0	1540	7244	1540	0
1550	130	1550	0	1550	1768	1550	0	1550	1241	1550	122	1550	0	1550	7241	1550	0
1560	131	1560	0	1560	1767	1560	0	1560	1240	1560	121	1560	0	1560	7240	1560	0
1570	137	1570	0	1570	1770	1570	0	1570	1236	1570	117	1570	0	1570	7244	1570	0
1580	137	1580	0	1580	1771	1580	0	1580	1241	1580	115	1580	0	1580	7245	1580	0
1590	134	1590	0	1590	1770	1590	0	1590	1243	1590	117	1590	0	1590	7243	1590	0
1600	134	1600	0	1600	1767	1600	0	1600	1241	1600	118	1600	0	1600	7243	1600	0
1610	134	1610	0	1610	1766	1610	0	1610	1239	1610	119	1610	0	1610	7245	1610	0
1620	134	1620	0	1620	1767	1620	0	1620	1237	1620	121	1620	0	1620	7243	1620	0
1630	137	1630	0	1630	1770	1630	0	1630	1236	1630	119	1630	0	1630	7240	1630	0
1640	137	1640	0	1640	1770	1640	0	1640	1239	1640	119	1640	0	1640	7243	1640	0
1650	137	1650	0	1650	1764	1650	0	1650	1243	1650	121	1650	0	1650	7245	1650	0
1660	137	1660	0	1660	1762	1660	0	1660	1243	1660	118	1660	0	1660	7241	1660	0
1670	141	1670	0	1670	1767	1670	0	1670	1241	1670	117	1670	0	1670	7240	1670	0
1680	137	1680	0	1680	1771	1680	0	1680	1240	1680	119	1680	0	1680	7241	1680	0
1690	138	1690	0	1690	1767	1690	0	1690	1241	1690	119	1690	0	1690	7243	1690	0
1700	141	1700	0	1700	1770	1700	0	1700	1237	1700	111	1700	0	1700	7238	1700	0
1710	133	1710	0	1710	1768	1710	0	1710	1237	1710	113	1710	0	1710	7238	1710	0
1720	131	1720	0	1720	1766	1720	0	1720	1239	1720	117	1720	0	1720	7245	1720	0
1730	133	1730	0	1730	1768	1730	0	1730	1240	1730	117	1730	0	1730	7243	1730	0
1740	138	1740	0	1740	1767	1740	0	1740	1241	1740	118	1740	0	1740	7241	1740	0
1750	137	1750	0	1750	1768	1750	0	1750	1240	1750	118	1750	0	1750	7241	1750	0
1760	134	1760	0	1760	1770	1760	0	1760	1240	1760	114	1760	0	1760	7243	1760	0
1770	135	1770	0	1770	1771	1770	0	1770	1240	1770	115	1770	0	1770	7244	1770	0
1780	134	1780	0	1780	1772	1780	0	1780	1241	1780	121	1780	0	1780	7243	1780	0
1790	137	1790	0	1790	1768	1790	0	1790	1240	1790	117	1790	0	1790	7240	1790	0
1800	141	1800	0	1800	1770	1800	0	1800	1243	1800	113	1800	0	1800	7243	1800	0
1810	138	1810	0	1810	1771	1810	0	1810	1241	1810	117	1810	0	1810	7241	1810	0
1820	135	1820	0	1820	1770	1820	0	1820	1240	1820	115	1820	0	1820	7238	1820	0
1830	135	1830	0	1830	1770	1830	0	1830	1243	1830	117	1830	0	1830	7240	1830	0
1840	130	1840	0	1840	1770	1840	0	1840	1240	1840	118	1840	0	1840	7238	1840	0
1850	133	1850	0	1850	1770	1850	0	1850	1239	1850	117	1850	0	1850	7238	1850	0
1860	138	1860	0	1860	1770	1860	0	1860	1239	1860	115	1860	0	1860	7238	1860	0
1870	133	1870	0	1870	1766	1870	0	1870	1236	1870	119	1870	0	1870	7238	1870	0
1880	131	1880	0	1880	1767	1880	0	1880	1237	1880	121	1880	0	1880	7238	1880	0
1890	135	1890	0	1890	1766	1890	0	1890	1240	1890	117	1890	0	1890	7237	1890	0
1900	137	1900	0	1900	1764	1900	0	1900	1239	1900	115	1900	0	1900	7238	1900	0
1910	137	1910	0	1910	1771	1910	0	1910	1240	1910	117	1910	0	1910	7241	1910	0
1920	135	1920	0	1920	1772	1920	0	1920	1241	1920	115	1920	0	1920	7237	1920	0
1930	134	1930	0	1930	1768	1930	0	1930	1239	1930	117	1930	0	1930	7237	1930	0
1940	133	1940	0	1940	1768	1940	0	1940	1240	1940	119	1940	0	1940	7238	1940	0
1950	129	1950	0	1950	1766	1950	0	1950	1240	1950	119	1950	0	1950	7237	1950	0
1960	131	1960	0	1960	1766	1960	0	1960	1241	1960	118	1960	0	1960	7241	1960	0
1970	130	1970	0	1970	1768	1970	0	1970	1243	1970	117	1970	0	1970	7243	1970	0
1980	129	1980	0	1980	1767	1980	0	1980	1240	1980	118	1980	0	1980	7245	1980	0
1990	137	1990	0	1990	1764	1990	0	1990	1245	1990	122	1990	0	1990	7245	1990	0
2000	141	2000	0	2000	1764	2000	0	2000	1245	2000	122	2000	0	2000	7243	2000	0
2010	130	2010	0	2010	1771	2010	0	2010	1236	2010	121	2010	0	2010	7243	2010	0
2020	127	2020	0	2020	1768	2020	0	2020	1240	2020	114	2020	0	2020	7244	2020	0
2030	133	2030	0	2030	1764	2030	0	2030	1244	2030	111	2030	0	2030	7244	2030	0
2040	135	2040	0	2040	1767	2040	0	2040	1240	2040	114	2040	0	2040	7241	2040	0
2050	135	2050	0	2050	1767	2050	0	2050	1239	2050	114	2050	0	2050	7244	2050	0
2060	138	2060	0	2060	1770	2060	0	2060	1240	2060	114	2060	0	2060	7245	2060	0
2070	144	2070	0	2070	1771	2070	0	2070	1239	2070	117	2070	0	2070	7241	2070	0
2080	141	2080	0	2080	1767	2080	0	2080	1240	2080	118	2080	0	2080	7241	2080	0
2090	138	2090	0	2090	1770	2090	0	2090	1243	2090	117	2090	0	2090	7245	2090	0
2100	133	2100	0	2100	1772	2100	0	2100	1239	2100	118	2100	0	2100	7243	2100	0
2110	131	2110	0	2110	1770	2110	0	2110	1241	2110	118	2110	0	2110	7241	2110	0
2120	135	2120	0	2120	1770	2120	0	2120	1241	2120	115	2120	0	2120	7240	2120	0
2130	133	2130	0	2130	1771	2130	0	2130	1241	2130	117	2130	0	2130	7241	2130	0
2140	131	2140	0	2140	1770	2140	0	2140	1243	2140	115	2140	0	2140	7247	2140	0
2150	131	2150	0	2150	1767	2150	0	2150	1240	2150	118	2150	0	2150	7241	2150	0
2160	133	2160	0	2160	1770	2160	0	2160	1237	2160	115	2160	0	2160	7238	2160	0
2170	131	2170	0	2170	1770	2170	0	2170	1240	2170	117	2170	0	2170	7241	2170	0
2180	127	2180	0	2180	1766	2180	0	2180	1240	2180	121	2180	0	2180	7243	2180	0
2190	129	2190	0	2190	1767	2190	0	2190	1239	2190	118	2190	0	2190	7243	2190	0
2200	133	2200	0	2200	1771	2200	0	2200	1240	2200	117	2200	0	2200	7245	2200	0
2210	137	2210	0	2210	1771	2210	0	2210	1241	2210	121	2210	0	2210	7245	2210	0
2220	140	2220	0	2220	1764	2220	0	2220	1240	2220	122	2220	0	2220	7243	2220	0
2230	141	2230	0	2230	1766	2230	0	2230	1239	2230	117	2230	0	2230	7244	2230	0
2240	142	2240	0	2240	1770	2240	0	2240	1239	2240	118	2240	0	2240	7241	2240	0
2250	140	2250	0	2250	1770	2250	0	2250	1239	2250	119	2250	0	2250	7237	2250	0
2260	137	2260	0	2260	1768	2260	0	2260	1240	2260	118	2260	0	2260	7237	2260	0
2270	135	2270	0	2270	1768	2270	0	2270	1243	2270	119	2270	0	2270	7240	2270	0
2280	138	2280	0	2280	1768	2280	0	2280	1244	2280	118	2280	0	2280	7241	2280	0
2290	138	2290	0	2290	1770	2290	0	2290	1245	2290	115	2290	0	2290	7244	2290	0
2300	133	2300	0	2300	1774	2300	0	2300	1244	2300	115	2300	0	2300	7240	2300	0
2310	130	2310	0	2310	1771	2310	0	2310	1240	2310	117	2310	0	2310	7237	2310	0
2320	131	2320	0	2320	1767	2320	0	2320	1243	2320	115	2320	0	2320	7241	2320	0
2330	133	2330	0	2330	1771	2330	0	2330	1248	2330	115	2330	0	2330	7243	2330	0
2340	131	2340	0	2340	1772	2340	0	2340	1245	2340	117	2340	0	2340	7238	2340	0
2350	133	2350	0	2350	1770	2350	0	2350	1243	2350	118	2350	0	2350	7241	2350	0
2360	130	2360	0	2360	1767	2360	0	2360	1244	2360	118	2360	0	2360	7244	2360	0
2370	130	2370	0	2370	1770	2370	0	2370	1243	2370	117	2370	0	2370	7243	2370	0
2380	131	2380	0	2380	1770	2380	0	2380	1240	2380	118	2380	0	2380	7240	2380	0
2390	131	2390	0	2390	1764	2390	0	2390	1240	2390	117	2390	0	2390	7240	2390	0
2400	133	2400	0	2400	1768	2400	0	2400	1243	2400	117	2400	0	2400	7243	2400	0
2410	137	2410	0	2410	1767	2410	0	2410	1243	2410	118	2410	0	2410	7238	2410	0
2420	134	2420	0	2420	1764	2420	0	2420	1243	2420	117	2420	0	2420	7234	2420	0
2430	131	2430	0	2430	1770	2430	0	2430	1243	2430	117	2430	0	2430	7237	2430	0
2440	135	2440	0	2440	1767	2440	0	2440	1239	2440	121	2440	0	2440	7240	2440	0
2450	137	2450	0	2450	1766	2450	0	2450	1236	2450	122	2450	0	2450	7238	2450	0
2460	135	2460	0	2460	1770	2460	0	2460	1237	2460	121	2460	0	2460	7238	2460	0
2470	135	2470	0	2470	1771	2470	0	2470	1236	2470	118	2470	0	2470	7241	2470	0
2480	134	2480	0	2480	1770	2480	0	2480	1235	2480	119	2480	0	2480	7240	2480	0
2490	134	2490	0	2490	1767	2490	0	2490	1235	2490	122	2490	0	2490	7241	2490	0
2500	138	2500	0	2500	1768	2500	0	2500	1237	2500	118	2500	0	2500	7244	2500	0
2510	138	2510	0	2510	1768	2510	0	2510	1241	2510	117	2510	0	2510	7241	2510	0
2520	135	2520	0	2520	1767	2520	0	2520	1243	2520	117	2520	0	2520	7237	2520	0
2530	133	2530	0	2530	1767	2530	0	2530	1243	2530	117	2530	0	2530	7240	2530	0
2540	135	2540	0	2540	1766	2540	0	2540	1241	2540	114	2540	0	2540	7238	2540	0
2550	137	2550	0	2550	1768	2550	0	2550	1241	2550	114	2550	0	2550	7240	2550	0
2560	129	2560	0	2560	1770	2560	0	2560	1243	2560	117	2560	0	2560	7243	2560	0
2570	126	2570	0	2570	1767	2570	0	2570	1240	2570	117	2570	0	2570	7241	2570	0
2580	133	2580	0	2580	1767	2580	0	2580	1237	2580	111	2580	0	2580	7244	2580	0
2590	135	2590	0	2590	1766	2590	0	2590	1239	2590	113	2590	0	2590	7245	2590	0
2600	135	2600	0	2600	1768	2600	0	2600	1239	2600	117	2600	0	2600	7241	2600	0
2610	134	2610	0	2610	1770	2610	0	2610	1239	2610	115	2610	0	2610	7240	2610	0
2620	133	2620	0	2620	1767	2620	0	2620	1239	2620	117	2620	0	2620	7241	2620	0
2630	133	2630	0	2630	1768	2630	0	2630	1240	2630	118	2630	0	2630	7243	2630	0
2640	131	2640	0	2640	1767	2640	0	2640	1243	2640	119	2640	0	2640	7244	2640	0
2650	138	2650	0	2650	1771	2650	0	2650	1243	2650	121	2650	0	2650	7248	2650	0
2660	137	2660	0	2660	1768	2660	0	2660	1241	2660	118	2660	0	2660	7247	2660	0
2670	135	2670	0	2670	1766	2670	0	2670	1239	2670	117	2670	0	2670	7245	2670	0
2680	133	2680	0	2680	1768	2680	0	2680	1237	2680	117	2680	0	2680	7247	2680	0
2690	129	2690	0	2690	1768	2690	0	2690	1237	2690	115	2690	0	2690	7244	2690	0
2700	131	2700	0	2700	1771	2700	0	2700	1241	2700	118	2700	0	2700	7244	2700	0
2710	137	2710	0	2710	1770	2710	0	2710	1243	2710	119	2710	0	2710	7241	2710	0
2720	138	2720	0	2720	1764	2720	0	2720	1237	2720	119	2720	0	2720	7240	2720	0
2730	133	2730	0	2730	1763	2730	0	2730	1237	2730	119	2730	0	2730	7243	2730	0
2740	126	2740	0	2740	1764	2740	0	2740	1240	2740	121	2740	0	2740	7245	2740	0
2750	127	2750	0	2750	1767	2750	0	2750	1236	2750	118	2750	0	2750	7248	2750	0
2760	131	2760	0	2760	1768	2760	0	2760	1239	2760	118	2760	0	2760	7244	2760	0
2770	135	2770	0	2770	1766	2770	0	2770	1244	2770	118	2770	0	2770	7245	2770	0
2780	137	2780	0	2780	1764	2780	0	2780	1243	2780	118	2780	0	2780	7247	2780	0
2790	133	2790	0	2790	1768	2790	0	2790	1241	2790	117	2790	0	2790	7244	2790	0
2800	138	2800	0	2800	1770	2800	0	2800	1240	2800	114	2800	0	2800	7245	2800	0
2810	141	2810	0	2810	1771	2810	0	2810	1240	2810	115	2810	0	2810	7245	2810	0
2820	134	2820	0	2820	1767	2820	0	2820	1243	2820	117	2820	0	2820	7244	2820	0
2830	137	2830	0	2830	1764	2830	0	2830	1243	2830	119	2830	0	2830	7244	2830	0
2840	134	2840	0	2840	1766	2840	0	2840	1240	2840	117	2840	0	2840	7245	2840	0
2850	134	2850	0	2850	1770	2850	0	2850	1239	2850	117	2850	0	2850	7243	2850	0
2860	141	2860	0	2860	1770	2860	0	2860	1241	2860	119	2860	0	2860	7241	2860	0
2870	145	2870	0	2870	1770	2870	0	2870	1245	2870	121	2870	0	2870	7243	2870	0
2880	142	2880	0	2880	1774	2880	0	2880	1241	2880	121	2880	0	2880	7244	2880	0
2890	133	2890	0	2890	1772	2890	0	2890	1243	2890	115	2890	0	2890	7247	2890	0
2900	127	2900	0	2900	1770	2900	0	2900	1243	2900	118	2900	0	2900	7247	2900	0
2910	133	2910	0	2910	1768	2910	0	2910	1243	2910	125	2910	0	2910	7244	2910	0
2920	138	2920	0	2920	1767	2920	0	2920	1247	2920	122	2920	0	2920	7245	2920	0
2930	137	2930	0	2930	1768	2930	0	2930	1244	2930	121	2930	0	2930	7244	2930	0
2940	134	2940	0	2940	1770	2940	0	2940	1243	2940	117	2940	0	2940	7244	2940	0
2950	133	2950	0	2950	1771	2950	0	2950	1241	2950	115	2950	0	2950	7243	2950	0
2960	137	2960	0	2960	1770	2960	0	2960	1240	2960	115	2960	0	2960	7238	2960	0
2970	142	2970	0	2970	1772	2970	0	2970	1245	2970	115	2970	0	2970	7238	2970	0
2980	140	2980	0	2980	1768	2980	0	2980	1247	2980	115	2980	0	2980	7238	2980	0
2990	133	2990	0	2990	1763	2990	0	2990	1243	2990	115	2990	0	2990	7244	2990	0
3000	134	3000	0	3000	1766	3000	0	3000	1240	3000	118	3000	0	3000	7248	3000	0
3010	135	3010	0	3010	1770	3010	0	3010	1239	3010	119	3010	0	3010	7244	3010	0
3020	131	3020	0	3020	1775	3020	0	3020	1237	3020	117	3020	0	3020	7240	3020	0
3030	134	3030	0	3030	1771	3030	0	3030	1241	3030	115	3030	0	3030	7237	3030	0
3040	135	3040	0	3040	1770	3040	0	3040	1241	3040	119	3040	0	3040	7238	3040	0
3050	131	3050	0	3050	1768	3050	0	3050	1236	3050	119	3050	0	3050	7243	3050	0
3060	133	3060	0	3060	1764	3060	0	3060	1235	3060	119	3060	0	3060	7241	3060	0
3070	137	3070	0	3070	1767	3070	0	3070	1239	3070	121	3070	0	3070	7240	3070	0
3080	135	3080	0	3080	1764	3080	0	3080	1244	3080	118	3080	0	3080	7241	3080	0
3090	131	3090	0	3090	1764	3090	0	3090	1243	3090	117	3090	0	3090	7244	3090	0
3100	135	3100	0	3100	1764	3100	0	3100	1237	3100	115	3100	0	3100	7245	3100	0
3110	137	3110	0	3110	1766	3110	0	3110	1239	3110	115	3110	0	3110	7244	3110	0
3120	131	3120	0	3120	1766	3120	0	3120	1239	3120	113	3120	0	3120	7245	3120	0
3130	135	3130	0	3130	1766	3130	0	3130	1239	3130	115	3130	0	3130	7243	3130	0
3140	137	3140	0	3140	1767	3140	0	3140	1243	3140	121	3140	0	3140	7241	3140	0
3150	130	3150	0	3150	1768	3150	0	3150	1244	3150	122	3150	0	3150	7241	3150	0
3160	131	3160	0	3160	1771	3160	0	3160	1241	3160	121	3160	0	3160	7244	3160	0
3170	131	3170	0	3170	1767	3170	0	3170	1240	3170	117	3170	0	3170	7245	3170	0
3180	131	3180	0	3180	1763	3180	0	3180	1237	3180	117	3180	0	3180	7240	3180	0
3190	141	3190	0	3190	1766	3190	0	3190	1239	3190	114	3190	0	3190	7238	3190	0
3200	142	3200	0	3200	1767	3200	0	3200	1243	3200	114	3200	0	3200	7243	3200	0
3210	134	3210	0	3210	1766	3210	0	3210	1241	3210	117	3210	0	3210	7244	3210	0
3220	138	3220	0	3220	1768	3220	0	3220	1240	3220	117	3220	0	3220	7241	3220	0
3230	144	3230	0	3230	1768	3230	0	3230	1239	3230	115	3230	0	3230	7243	3230	0
3240	140	3240	0	3240	1764	3240	0	3240	1239	3240	117	3240	0	3240	7243	3240	0
3250	138	3250	0	3250	1766	3250	0	3250	1243	3250	118	3250	0	3250	7245	3250	0
3260	140	3260	0	3260	1766	3260	0	3260	1240	3260	119	3260	0	3260	7249	3260	0
3270	138	3270	0	3270	1768	3270	0	3270	1240	3270	121	3270	0	3270	7247	3270	0
3280	137	3280	0	3280	1768	3280	0	3280	1240	3280	118	3280	0	3280	7241	3280	0
3290	134	3290	0	3290	1767	3290	0	3290	1239	3290	117	3290	0	3290	7241	3290	0
3300	134	3300	0	3300	1768	3300	0	3300	1241	3300	118	3300	0	3300	7243	3300	0
3310	134	3310	0	3310	1767	3310	0	3310	1239	3310	119	3310	0	3310	7243	3310	0
3320	134	3320	0	3320	1766	3320	0	3320	1240	3320	121	3320	0	3320	7244	3320	0
3330	140	3330	0	3330	1767	3330	0	3330	1244	3330	119	3330	0	3330	7244	3330	0
3340	138	3340	0	3340	1770	3340	0	3340	1240	3340	119	3340	0	3340	7247	3340	0
3350	133	3350	0	3350	1766	3350	0	3350	1240	3350	115	3350	0	3350	7249	3350	0
3360	130	3360	0	3360	1766	3360	0	3360	1247	3360	114	3360	0	3360	7248	3360	0
3370	133	3370	0	3370	1768	3370	0	3370	1248	3370	114	3370	0	3370	7243	3370	0
3380	137	3380	0	3380	1771	3380	0	3380	1244	3380	114	3380	0	3380	7240	3380	0
3390	135	3390	0	3390	1768	3390	0	3390	1239	3390	117	3390	0	3390	7244	3390	0
3400	133	3400	0	3400	1770	3400	0	3400	1237	3400	118	3400	0	3400	7245	3400	0
3410	129	3410	0	3410	1774	3410	0	3410	1240	3410	117	3410	0	3410	7244	3410	0
3420	133	3420	0	3420	1771	3420	0	3420	1240	3420	119	3420	0	3420	7245	3420	0
3430	137	3430	0	3430	1770	3430	0	3430	1241	3430	119	3430	0	3430	7247	3430	0
3440	135	3440	0	3440	1764	3440	0	3440	1245	3440	117	3440	0	3440	7245	3440	0
3450	141	3450	0	3450	1768	3450	0	3450	1245	3450	121	3450	0	3450	7241	3450	0
3460	144	3460	0	3460	1775	3460	0	3460	1240	3460	121	3460	0	3460	7237	3460	0
3470	135	3470	0	3470	1768	3470	0	3470	1240	3470	121	3470	0	3470	7240	3470	0
3480	131	3480	0	3480	1767	3480	0	3480	1241	3480	121	3480	0	3480	7245	3480	0
3490	131	3490	0	3490	1770	3490	0	3490	1244	3490	119	3490	0	3490	7241	3490	0
3500	134	3500	0	3500	1772	3500	0	3500	1247	3500	121	3500	0	3500	7241	3500	0
3510	138	3510	0	3510	1764	3510	0	3510	1247	3510	118	3510	0	3510	7244	3510	0
3520	131	3520	0	3520	1764	3520	0	3520	1243	3520	117	3520	0	3520	7241	3520	0
3530	129	3530	0	3530	1768	3530	0	3530	1244	3530	119	3530	0	3530	7243	3530	0
3540	134	3540	0	3540	1768	3540	0	3540	1245	3540	119	3540	0	3540	7243	3540	0
3550	134	3550	0	3550	1770	3550	0	3550	1241	3550	117	3550	0	3550	7243	3550	0
3560	135	3560	0	3560	1767	3560	0	3560	1245	3560	118	3560	0	3560	7243	3560	0
3570	141	3570	0	3570	1770	3570	0	3570	1244	3570	117	3570	0	3570	7244	3570	0
3580	140	3580	0	3580	1770	3580	0	3580	1237	3580	115	3580	0	3580	7243	3580	0
3590	140	3590	0	3590	1770	3590	0	3590	1236	3590	117	3590	0	3590	7240	3590	0
3600	142	3600	0	3600	1768	3600	0	3600	1235	3600	118	3600	0	3600	7240	3600	0
3610	137	3610	0	3610	1770	3610	0	3610	1235	3610	117	3610	0	3610	7240	3610	0
3620	135	3620	0	3620	1772	3620	0	3620	1239	3620	117	3620	0	3620	7241	3620	0
3630	134	3630	0	3630	1767	3630	0	3630	1239	3630	118	3630	0	3630	7240	3630	0
3640	133	3640	0	3640	1766	3640	0	3640	1241	3640	114	3640	0	3640	7240	3640	0
3650	135	3650	0	3650	1772	3650	0	3650	1243	3650	114	3650	0	3650	7241	3650	0
3660	140	3660	0	3660	1772	3660	0	3660	1239	3660	117	3660	0	3660	7244	3660	0
3670	137	3670	0	3670	1768	3670	0	3670	1240	3670	117	3670	0	3670	7245	3670	0
3680	131	3680	0	3680	1770	3680	0	3680	1245	3680	117	3680	0	3680	7243	3680	0
3690	133	3690	0	3690	1766	3690	0	3690	1247	3690	117	3690	0	3690	7241	3690	0
3700	133	3700	0	3700	1767	3700	0	3700	1241	3700	117	3700	0	3700	7240	3700	0
3710	133	3710	0	3710	1770	3710	0	3710	1239	3710	118	3710	0	3710	7245	3710	0
3720	135	3720	0	3720	1767	3720	0	3720	1237	3720	115	3720	0	3720	7244	3720	0
3730	133	3730	0	3730	1768	3730	0	3730	1237	3730	117	3730	0	3730	7237	3730	0
3740	127	3740	0	3740	1767	3740	0	3740	1240	3740	121	3740	0	3740	7236	3740	0
3750	129	3750	0	3750	1763	3750	0	3750	1241	3750	119	3750	0	3750	7241	3750	0
3760	126	3760	0	3760	1764	3760	0	3760	1243	3760	117	3760	0	3760	7245	3760	0
3770	133	3770	0	3770	1770	3770	0	3770	1240	3770	121	3770	0	3770	7241	3770	0
3780	142	3780	0	3780	1770	3780	0	3780	1241	3780	121	3780	0	3780	7244	3780	0
3790	140	3790	0	3790	1770	3790	0	3790	1244	3790	119	3790	0	3790	7243	3790	0
3800	135	3800	0	3800	1768	3800	0	3800	1245	3800	121	3800	0	3800	7238	3800	0
3810	133	3810	0	3810	1770	3810	0	3810	1243	3810	117	3810	0	3810	7245	3810	0
3820	137	3820	0	3820	1768	3820	0	3820	1240	3820	117	3820	0	3820	7243	3820	0
3830	138	3830	0	3830	1763	3830	0	3830	1243	3830	119	3830	0	3830	7240	3830	0
3840	137	3840	0	3840	1766	3840	0	3840	1244	3840	117	3840	0	3840	7247	3840	0
3850	138	3850	0	3850	1768	3850	0	3850	1237	3850	117	3850	0	3850	7248	3850	0
3860	133	3860	0	3860	1768	3860	0	3860	1236	3860	117	3860	0	3860	7243	3860	0
3870	134	3870	0	3870	1768	3870	0	3870	1240	3870	118	3870	0	3870	7238	3870	0
3880	134	3880	0	3880	1770	3880	0	3880	1241	3880	119	3880	0	3880	7240	3880	0
3890	133	3890	0	3890	1771	3890	0	3890	1244	3890	121	3890	0	3890	7240	3890	0
3900	131	3900	0	3900	1771	3900	0	3900	1245	3900	119	3900	0	3900	7238	3900	0
3910	130	3910	0	3910	1768	3910	0	3910	1239	3910	117	3910	0	3910	7238	3910	0
3920	130	3920	0	3920	1766	3920	0	3920	1239	3920	115	3920	0	3920	7244	3920	0
3930	134	3930	0	3930	1763	3930	0	3930	1243	3930	114	3930	0	3930	7243	3930	0
3940	140	3940	0	3940	1764	3940	0	3940	1240	3940	119	3940	0	3940	7243	3940	0
3950	135	3950	0	3950	1768	3950	0	3950	1239	3950	121	3950	0	3950	7245	3950	0
3960	138	3960	0	3960	1771	3960	0	3960	1244	3960	118	3960	0	3960	7244	3960	0
3970	137	3970	0	3970	1771	3970	0	3970	1241	3970	117	3970	0	3970	7244	3970	0
3980	134	3980	0	3980	1768	3980	0	3980	1237	3980	117	3980	0	3980	7243	3980	0
3990	137	3990	0	3990	1766	3990	0	3990	1240	3990	118	3990	0	3990	7240	3990	0
4000	137	4000	0	4000	1767	4000	0	4000	1240	4000	119	4000	0	4000	7244	4000	0
